Date,close,open,dailyreturn,macd,rsi,k,d,r,before1day,before2day,before3day,before4day,before5day
2015-03-04,0.11789812999871521,283.6958621373061,-0.00626959112904,0.5508780149334409,0.5299306763513997,0.7499992817590663,0.843749502428813,0.7499992817590664,0.11919852213010804,0.11854834835277256,0.11681449217758214,0.11703122419948095,0.11551410004618931
2015-03-05,0.11789812999871521,283.6958621373061,0.0,0.5517024076535668,0.5299306763513997,0.5263132204367218,0.6381562510978942,0.5263132204367218,0.11789812999871521,0.11919852213010804,0.11854834835277256,0.11681449217758214,0.11703122419948095
2015-03-06,0.1157308320680881,279.2445983886719,-0.0105151366971014,0.5488202767554375,0.39873013379504296,0.2692318784780305,0.3977725494573749,0.26923187847803054,0.11789812999871521,0.11789812999871521,0.11919852213010804,0.11854834835277256,0.11681449217758214
2015-03-09,0.11117945960821321,275.9803171572478,-0.0223166770616047,0.5401655728115881,0.23191865469606188,0.047619177217508774,0.1584255278477671,0.04761917721750908,0.1157308320680881,0.11789812999871521,0.11789812999871521,0.11919852213010804,0.11854834835277256
2015-03-10,0.11117945960821321,270.63876263162365,0.0,0.5353877781746345,0.23191865469606188,0.1666670635618122,0.10714312038965769,0.16666706356181227,0.11117945960821321,0.1157308320680881,0.11789812999871521,0.11789812999871521,0.11919852213010804
2015-03-11,0.10836194332352875,270.0452578711799,-0.0141304300440763,0.528838887863322,0.15901619431692465,3.1925327113723598e-15,0.08333353178090476,3.219646771412954e-15,0.11117945960821321,0.11117945960821321,0.1157308320680881,0.11789812999871521,0.11789812999871521
2015-03-12,0.10836194332352875,266.7809745342755,0.0,0.5258317139910127,0.15901619431692465,0.15517273062430853,0.07758636531215289,0.1551727306243087,0.10836194332352875,0.11117945960821321,0.11117945960821321,0.1157308320680881,0.11789812999871521
2015-03-13,0.10597786879428092,271.8257459912981,-0.0121280034141862,0.5214382678976628,0.1068090756250472,3.1925327113723598e-15,0.07758636531215289,3.219646771412954e-15,0.10836194332352875,0.10836194332352875,0.11117945960821321,0.11117945960821321,0.1157308320680881
2015-03-16,0.09904242180515821,263.8133858927974,-0.0357143922909828,0.5094146829422195,0.02806977496647714,3.1925327113723598e-15,0.0,3.219646771412954e-15,0.10597786879428092,0.10836194332352875,0.10836194332352875,0.11117945960821321,0.11117945960821321
2015-03-17,0.09817557172682634,255.20765686035156,-0.0046292124881435,0.5026220061419239,0.02188351212862133,0.10958932266191873,0.05479466133095785,0.1095893226619189,0.09904242180515821,0.10597786879428092,0.10836194332352875,0.10836194332352875,0.11117945960821321
2015-03-18,0.10055959053517174,256.9881281365483,0.012790511422553,0.5042788472084218,0.19648988781717058,0.2923060443868124,0.20094768352436326,0.2923060443868125,0.09817557172682634,0.09904242180515821,0.10597786879428092,0.10836194332352875,0.10836194332352875
2015-03-19,0.09990939446947533,259.9556588027884,-0.0034443156571491,0.5063128291761863,0.18235570690244624,0.2461520941727381,0.2692290692797733,0.2461520941727382,0.10055959053517174,0.09817557172682634,0.09904242180515821,0.10597786879428092,0.10836194332352875
2015-03-20,0.10077630026870962,255.20757972647291,0.0046081748156345,0.510813780283115,0.24973899526019344,0.31249726204424916,0.27932467810849176,0.3124972620442491,0.09990939446947533,0.10055959053517174,0.09817557172682634,0.09904242180515821,0.10597786879428092
2015-03-23,0.10186000495492553,260.25244140625,0.0057341794693683,0.5169406534337931,0.333212927837721,0.6250043268147559,0.46875079442950174,0.625004326814756,0.10077630026870962,0.09990939446947533,0.10055959053517174,0.09817557172682634,0.09904242180515821
2015-03-24,0.10511094070668572,261.73614433528064,0.017103520282478,0.5271071579905197,0.5287322292117808,0.799998951938133,0.712501639376445,0.7999989519381331,0.10186000495492553,0.10077630026870962,0.09990939446947533,0.10055959053517174,0.09817557172682634
2015-03-25,0.10381057086365383,267.0777297181416,-0.0067263405585319,0.5322830207803214,0.45909909607814636,0.5652183044898526,0.682608628213993,0.5652183044898527,0.10511094070668572,0.10186000495492553,0.10077630026870962,0.09990939446947533,0.10055959053517174
2015-03-26,0.10251015644390005,258.17510916969997,-0.0067721227415762,0.534214982754879,0.3942565378024042,0.43478160564496215,0.4999999550674067,0.43478160564496227,0.10381057086365383,0.10511094070668572,0.10186000495492553,0.10077630026870962,0.09990939446947533
2015-03-27,0.09340741152415025,258.1751121939794,-0.0477272615722903,0.5221264857927145,0.15831965672374038,0.042253465713554206,0.23851753567925607,0.04225346571355415,0.10251015644390005,0.10381057086365383,0.10511094070668572,0.10186000495492553,0.10077630026870962
2015-03-30,0.09297395862453312,250.16279665933268,-0.0023865728997237,0.5154009895135813,0.15185386186039423,0.06666663390560633,0.05446004980957716,0.06666663390560634,0.09340741152415025,0.10251015644390005,0.10381057086365383,0.10511094070668572,0.10186000495492553
2015-03-31,0.09535799972123948,252.24005148571243,0.0131578291842198,0.5165367548449249,0.2922385745287746,0.2133324978050595,0.1399995658553303,0.21333249780505947,0.09297395862453312,0.09340741152415025,0.10251015644390005,0.10381057086365383,0.10511094070668572
2015-04-01,0.09362414354604906,252.8335580746238,-0.0094450980606418,0.5160538011984018,0.24850237748574222,0.10666591635936763,0.15999920708221105,0.10666591635936773,0.09535799972123948,0.09297395862453312,0.09340741152415025,0.10251015644390005,0.10381057086365383
2015-04-02,0.09037317436174744,248.3822796460494,-0.0178783610294028,0.512285279907663,0.1803604958988932,0.09523819950120133,0.10095205793028163,0.0952381995012016,0.09362414354604906,0.09535799972123948,0.09297395862453312,0.09340741152415025,0.10251015644390005
2015-04-07,0.09427435075592594,244.52448872545835,0.0218446533784348,0.5176736661416003,0.38404686135733673,0.4285717735678007,0.26190498653449895,0.42857177356780074,0.09037317436174744,0.09362414354604906,0.09535799972123948,0.09297395862453312,0.09340741152415025
2015-04-08,0.09427435075592594,253.13032631409703,0.0,0.522372108718473,0.38404686135733673,0.6857142367208273,0.5571430051443137,0.6857142367208274,0.09427435075592594,0.09037317436174744,0.09362414354604906,0.09535799972123948,0.09297395862453312
2015-04-09,0.09470781479972354,252.83357311086064,0.0023752961868424,0.5271123036747105,0.4080867779952428,0.7027026541070001,0.694208445413914,0.7027026541070001,0.09427435075592594,0.09427435075592594,0.09037317436174744,0.09362414354604906,0.09535799972123948
2015-04-10,0.09449108277782475,254.61409132336385,-0.0011848337623034,0.5306714590055387,0.3978945811062937,0.624999946071495,0.6638513000892478,0.6249999460714951,0.09470781479972354,0.09427435075592594,0.09427435075592594,0.09037317436174744,0.09362414354604906
2015-04-13,0.09362414354604906,249.27252204540375,-0.0047450180299462,0.5323624213238941,0.3544431886097931,0.5249986767092645,0.5749993113903795,0.5249986767092646,0.09449108277782475,0.09470781479972354,0.09427435075592594,0.09427435075592594,0.09037317436174744
2015-04-14,0.09167359992568169,249.27258447853916,-0.0107268082444212,0.5311868228997102,0.26927213219756624,0.1764752345993092,0.3507369556542853,0.17647523459930936,0.09362414354604906,0.09449108277782475,0.09470781479972354,0.09427435075592594,0.09427435075592594
2015-04-15,0.0845214209146602,243.33749653853312,-0.0397591403413041,0.520346944898243,0.10976624232435826,4.7626267997163466e-15,0.08823761729965399,4.884981308350689e-15,0.09167359992568169,0.09362414354604906,0.09449108277782475,0.09470781479972354,0.09427435075592594
2015-04-16,0.08907278223035461,237.9959244110182,0.026348733314744,0.5221049725765564,0.35689942851272777,0.344261716518073,0.17213085825903635,0.344261716518073,0.0845214209146602,0.09167359992568169,0.09362414354604906,0.09449108277782475,0.09470781479972354
2015-04-17,0.08560506987997374,239.77644405222296,-0.0195598960528508,0.5190922497683168,0.2737734303880053,0.08196643312309138,0.2131140748205799,0.08196643312309138,0.08907278223035461,0.0845214209146602,0.09167359992568169,0.09362414354604906,0.09449108277782475
2015-04-20,0.08083697654238053,235.62191936786357,-0.0274313485390838,0.5113327220922705,0.19003470863758615,3.1925327113723598e-15,0.040983216561544036,3.219646771412954e-15,0.08560506987997374,0.08907278223035461,0.0845214209146602,0.09167359992568169,0.09362414354604906
2015-04-21,0.0812704405861781,232.06088256835935,0.0025641015499182,0.5090286223517421,0.2121569349252817,0.03278682704121944,0.01639341352060793,0.03278682704121938,0.08083697654238053,0.08560506987997374,0.08907278223035461,0.0845214209146602,0.09167359992568169
