Date,close,high,low,open,volume,dailyreturn,macd,rsi,k,d,r
2015-02-24,278.9478454589844,280.72836362148854,274.19979702564,277.7608333506483,10989000,0.0239650188492059,-3.441675910752224,48.47233828263924,64.28565862486326,54.46428632102474,-35.71434137513674
2015-02-25,281.0251159667969,282.50888109861734,279.2445978086123,280.72836294043276,5781000,0.0074468060665409,-2.3301078585927257,53.17609699177633,94.04761818695007,79.16663840590664,-5.952381813049929
2015-02-26,280.7283630371094,282.5088811959071,279.24459790477795,282.5088811959071,5566000,-0.0010559658650672,-1.5949909448905828,52.35676370263044,92.85714184975838,93.4523800183542,-7.142858150241633
2015-03-02,283.1023864746094,283.1023864746094,281.32186832068106,282.50888042329996,5087000,0.0084566568615163,-0.7675219857347315,58.49588892821285,100.0,96.42857092487915,-0.0
2015-03-03,283.99261474609375,284.88287372648904,280.72833181797773,284.2893677395589,3844000,0.0031445452741325,-0.1162734148081199,60.770542019634085,93.74997230985596,96.87498615492795,-6.250027690144043
2015-03-04,282.21209716796875,284.882874112776,281.9153441741013,283.6958621373061,3914000,-0.00626959112904,0.0476557513753732,53.706158431460246,74.99992817590676,84.37495024288134,-25.00007182409324
2015-03-05,282.21209716796875,283.6958621373061,281.61859118023375,283.6958621373061,4026000,0.0,0.1446390605466945,53.706158431460246,52.63132204367218,63.81562510978945,-47.36867795632782
2015-03-06,279.2445983886719,280.72836352357444,277.1673271998082,279.2445983886719,6985000,-0.0105151366971014,-0.1944209349404104,41.99108458253301,26.92318784780289,39.77725494573751,-73.0768121521971
2015-03-09,273.0127868652344,277.16732927405315,272.4192808068317,275.9803171572478,7085000,-0.0223166770616047,-1.212578674426993,27.09626205804595,4.761917721750587,15.842552784776718,-95.2380822782494
2015-03-10,273.0127868652344,274.4965520112411,270.63876263162365,270.63876263162365,6541000,0.0,-1.7746485752407466,27.09626205804595,16.666706356181002,10.714312038965774,-83.333293643819
2015-03-11,269.1549987792969,271.52902302431824,269.1549987792969,270.0452578711799,6111000,-0.0141304300440763,-2.5450739299116094,20.586702795032792,0.0,8.33335317809048,-100.0
2015-03-12,269.1549987792969,272.1225290855736,266.48422150364786,266.7809745342755,6142000,0.0,-2.898844246254953,20.586702795032792,15.517273062430627,7.758636531215293,-84.48272693756937
2015-03-13,265.89068603515625,271.8257459912981,265.89068603515625,271.8257459912981,6080000,-0.0121280034141862,-3.415698568711605,15.925058574679523,0.0,7.758636531215293,-100.0
2015-03-16,256.3945617675781,264.7036447878237,256.3945617675781,263.8133858927974,13722000,-0.0357143922909828,-4.830178620043569,8.894319950776321,0.0,0.0,-100.0
2015-03-17,255.20765686035156,258.1751877540766,252.83363214537155,255.20765686035156,13157000,-0.0046292124881435,-5.629283534656736,8.341940177169633,10.95893226619162,5.479466133095788,-89.04106773380838
2015-03-18,258.4718933105469,262.03292972814336,256.3946220669489,256.9881281365483,9237000,0.012790511422553,-5.434369235346367,23.93277955808331,29.230604438681095,20.094768352436336,-70.7693955613189
2015-03-19,257.5816345214844,261.4394239786034,257.5816345214844,259.9556588027884,6401000,-0.0034443156571491,-5.195087280019948,22.670719432539485,24.61520941727364,26.922906927977344,-75.38479058272635
2015-03-20,258.76861572265625,262.3296517188396,255.20757972647291,255.20757972647291,10052000,0.0046081748156345,-4.665585839612277,28.68746436296142,31.249726204424785,27.93246781084919,-68.75027379557523
2015-03-23,260.25244140625,261.73620675064143,258.47192299298035,260.25244140625,7060000,0.0057341794693683,-3.944807479348583,36.140964672886234,62.50043268147565,46.875079442950195,-37.49956731852435
2015-03-24,264.70367431640625,267.67120429753186,260.5491323428304,261.73614433528064,11538000,0.017103520282478,-2.748798307329139,53.599147465871894,79.99989519381346,71.25016393764453,-20.000104806186535
2015-03-25,262.9231872558594,268.85824791626254,260.8459160247183,267.0777297181416,8918000,-0.0067263405585319,-2.1398988242102064,47.38151085326183,56.52183044898528,68.26086282139934,-43.47816955101472
2015-03-26,261.14263916015625,261.43939215920193,256.39459117542617,258.17510916969997,11711000,-0.0067721227415762,-1.9126187173976064,41.59163114733463,43.47816056449616,49.999995506740696,-56.52183943550384
2015-03-27,248.67901611328125,259.3621242040666,247.78875710571583,258.1751121939794,13931000,-0.0477272615722903,-3.3347351549604127,20.524508011507393,4.225346571355127,23.85175356792562,-95.77465342864488
2015-03-30,248.0855255126953,251.0530557221773,246.6017604079543,250.16279665933268,9159000,-0.0023865728997237,-4.125936810489492,19.947168445372768,6.6666633905603545,5.446004980957719,-93.33333660943966
2015-03-31,251.34979248046875,253.13031049095613,249.27252146823344,252.24005148571243,7113000,0.0131578291842198,-3.9923229665208737,32.48230926206617,21.33324978050576,13.999956585533036,-78.66675021949425
2015-04-01,248.97576904296875,252.8335580746238,247.1952510283587,252.8335580746238,5400000,-0.0094450980606418,-4.0491386584510565,28.577045089776107,10.66659163593651,15.999920708221111,-89.33340836406349
2015-04-02,244.5244903564453,249.8660447574356,242.74397222278185,248.3822796460494,9989000,-0.0178783610294028,-4.492475500875628,22.492564344188565,9.52381995011987,10.095205793028168,-90.47618004988011
2015-04-07,249.8660430908203,250.756302151714,244.52448872545835,244.52448872545835,11800000,0.0218446533784348,-3.858574308758591,40.67999533244277,42.85717735678001,26.19049865344991,-57.14282264321999
2015-04-08,249.8660430908203,253.13032631409703,248.085524969033,253.13032631409703,5969000,0.0,-3.3058395526984725,40.67999533244277,68.57142367208283,55.71430051443139,-31.428576327917167
2015-04-09,250.4595489501953,253.72383217111016,249.86604291002897,252.83357311086064,5696000,0.0023752961868424,-2.7481929581204554,42.82655199484492,70.2702654107001,69.42084454139143,-29.7297345892999
2015-04-10,250.1627960205078,254.61409132336385,249.27253695993664,254.61409132336385,7566000,-0.0011848337623034,-2.329486371548768,41.916476953154024,62.49999460714956,66.3851300089248,-37.50000539285044
2015-04-13,248.97576904296875,250.45953405514376,248.08551003566373,249.27252204540375,4201000,-0.0047450180299462,-2.130557975755721,38.03664336392498,52.49986767092645,57.499931139037976,-47.50013232907355
2015-04-14,246.3050537109375,249.5693375552993,245.71154755741716,249.27258447853916,8017000,-0.0107268082444212,-2.268857869302252,30.43160457201762,17.647523459930706,35.07369556542855,-82.35247654006929
2015-04-15,236.51217651367188,243.9310026276515,236.51217651367185,243.33749653853312,14613000,-0.0397591403413041,-3.5440841224345263,16.189107987822283,1.5700940883439962e-13,8.823761729965403,-99.99999999999984
2015-04-16,242.7439727783203,243.0407258012767,237.9959244110182,237.9959244110182,8235000,0.026348733314744,-3.337266015365884,38.25596434608632,34.42617165180719,17.213085825903644,-65.57382834819282
2015-04-17,237.9959259033203,240.9634561514914,237.6991728785032,239.77644405222296,7490000,-0.0195598960528508,-3.6916891203083537,30.83353157391538,8.196643312308868,21.311407482058,-91.80335668769114
2015-04-20,231.4673767089844,237.99594374436597,231.4673767089844,235.62191936786357,9072000,-0.0274313485390838,-4.604536423853773,23.356387880705867,0.0,4.098321656154406,-100.0
2015-04-21,232.06088256835935,235.32516608274804,232.06088256835935,232.06088256835935,8377000,0.0025641015499182,-4.875595607228291,25.331711378714346,3.278682704121645,1.639341352060794,-96.72131729587836
2015-04-22,238.58941650390625,239.77642852631377,233.24786240307253,233.24786240307253,9177000,0.028132849721554,-3.9642051174494384,44.285707477655905,57.142599123221224,30.210640913671405,-42.857400876778776
2015-04-23,239.18295288085935,241.85373027034788,238.5894467943064,239.7764589674124,6949000,0.0024876894610428,-3.160845403921172,45.78705257565355,66.66675402553494,61.90467657437806,-33.333245974465065
2015-04-24,248.67901611328125,253.1303111511085,240.96343804771408,240.96343804771408,15904000,0.0397020904627429,-1.2841319462420415,64.27149225685818,79.45202184071802,73.05938793312646,-20.547978159281985
2015-04-27,243.6341857910156,251.6465158962013,243.3374328241569,248.678986227614,7423000,-0.0202865139210923,-0.758661571625197,52.79562712090926,56.16417810124832,67.80809997098314,-43.83582189875168
2015-04-28,236.80894470214844,246.3050427353173,236.5121916386119,246.3050427353173,10019000,-0.0280142996628631,-1.3077536175150613,40.93061891526453,22.53531516121232,39.34974663123029,-77.46468483878768
2015-04-29,237.69920349121097,240.96348718459836,237.4024504281757,237.99595655424616,5123000,0.0037593968005822,-1.4647419975714795,42.9378516359341,22.38829404038133,22.461804600796796,-77.61170595961866
2015-04-30,234.43487548828125,237.105652550806,233.54461646743968,234.43487548828128,9158000,-0.013733020367695,-1.925701656340408,37.3529113794001,4.545455421521995,13.466874730951634,-95.454544578478
2015-05-04,225.53228759765625,228.49981769762545,220.19073341771175,220.19073341771175,17037000,-0.037974673657589,-3.2936250551802857,26.20009031513339,16.216219355261522,10.38083738839173,-83.78378064473847
2015-05-05,222.2680206298828,227.3128221662086,220.1907494090428,224.34529185072284,9597000,-0.0144736126367716,-4.406070003847901,23.157753144963863,6.603832581788651,11.410025968525058,-93.39616741821136
2015-05-06,219.59722900390625,223.7517711742504,218.41021695523648,221.3777470769109,8291000,-0.0120160858876946,-5.23694573651872,20.78775636976016,4.255312644818147,5.429572613303371,-95.74468735518184
